match_id,date,league,season,home_team,away_team,status,hkjc_frontend_id,hkjc_tournament_code,hkjc_tournament_name_ch,hkjc_home_team_ch,hkjc_away_team_ch,hkjc_live_event_code,data_source,home_close_odds,draw_close_odds,away_close_odds,hkjc_had_updated_at,home_open_odds,draw_open_odds,away_open_odds,hkjc_hdc_home_close_odds,hkjc_hdc_away_close_odds,hkjc_hdc_condition,asian_handicap,hkjc_hdc_updated_at,hkjc_ttg_updated_at,hkjc_ttg_0_odds,hkjc_ttg_1_odds,hkjc_ttg_2_odds,hkjc_ttg_3_odds,hkjc_ttg_4_odds,hkjc_ttg_5_odds,hkjc_ttg_6_odds,hkjc_ttg_7plus_odds,home_team_raw,away_team_raw
50064927,2026-03-20T16:45:00.000+08:00,Australian NPL - Victoria,2026,Dandenong City,Hume City,PREEVENT,FB5891,AVC,澳洲全國聯賽 - 維多利亞,丹德農城,侯姆城,,hkjc,2.55,3.55,2.18,2026-03-19T12:01:07.534+08:00,2.55,3.55,2.18,1.72,2.03,0.0/+0.5,0.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,13.0,4.9,3.7,3.6,4.8,7.0,14.5,21.0,,
50064432,2026-03-20T17:00:00.000+08:00,Women Australian Division 1,2026,Brisbane Roar Women,Newcastle Jets Women,PREEVENT,FB5861,AD1W,女子澳洲職業聯賽,布里斯班獅吼女足,紐卡素噴射機女足,,hkjc,1.94,3.65,2.83,2026-03-19T12:01:07.534+08:00,1.94,3.65,2.83,1.81,1.89,0.0/-0.5,-0.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,17.0,6.1,3.9,3.7,4.25,6.1,9.5,13.5,,
50064929,2026-03-20T17:15:00.000+08:00,Australian NPL - Victoria,2026,Oakleigh Cannons,Caroline Springs George Cross,PREEVENT,FB5893,AVC,澳洲全國聯賽 - 維多利亞,奧克萊加農炮,卡羅琳泉佐治十字,,hkjc,1.32,4.65,6.1,2026-03-19T12:01:07.534+08:00,1.32,4.65,6.1,1.89,1.83,-1.0/-1.5,-1.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,16.0,5.9,3.9,3.6,4.4,6.5,11.5,16.0,,
50064928,2026-03-20T17:30:00.000+08:00,Australian NPL - Queensland,2026,Peninsula Power,Gold Coast Utd,PREEVENT,FB5892,AQL,澳洲全國聯賽 - 昆士蘭,半島電力,黃金海岸聯,,hkjc,1.28,5.1,6.3,2026-03-19T12:01:07.534+08:00,1.28,5.1,6.3,1.76,1.97,-1.0/-1.5,-1.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,21.0,7.5,4.4,3.75,4.15,5.8,9.0,10.0,,
50064925,2026-03-20T17:30:00.000+08:00,Australian NPL - Victoria,2026,Preston Lions,Avondale,PREEVENT,FB5889,AVC,澳洲全國聯賽 - 維多利亞,普雷斯頓雄獅,艾雲達爾,,hkjc,2.52,3.5,2.22,2026-03-19T12:01:07.534+08:00,2.52,3.5,2.22,2.0,1.74,0.0,0.0,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,12.5,5.0,3.7,3.6,4.8,7.0,14.5,21.0,,
50064930,2026-03-20T17:30:00.000+08:00,Australian NPL - Queensland,2026,Eastern Suburbs FC,Gold Coast Knights,PREEVENT,FB5894,AQL,澳洲全國聯賽 - 昆士蘭,布里斯班東區,黃金海岸騎士,,hkjc,2.08,3.95,2.5,2026-03-19T12:01:07.534+08:00,2.08,3.95,2.5,,,,,,2026-03-19T12:01:07.534+08:00,23.0,8.0,4.65,3.9,4.1,5.6,8.0,9.0,,
50065265,2026-03-21T01:00:00.000+08:00,Women Swedish Cup,2026,Djurgardens Women,Hacken Women,PREEVENT,FB6027,SWCW,女子瑞典盃,佐加頓斯女足,赫根女足,,hkjc,7.5,5.0,1.23,2026-03-19T19:30:01.589+08:00,7.5,5.0,1.23,,,,,,2026-03-19T19:30:01.589+08:00,17.0,5.9,3.85,3.65,4.25,6.1,10.5,14.5,,
50065208,2026-03-21T01:00:00.000+08:00,Women Norwegian Division 1,2026,Molde Women,Brann Women,PREEVENT,FB6021,NTLW,女子挪威超級聯賽,莫迪女足,白蘭恩女足,,hkjc,27.0,9.25,1.03,2026-03-19T19:30:01.589+08:00,27.0,9.25,1.03,1.76,1.94,+3.0,3.0,2026-03-19T19:30:01.589+08:00,2026-03-19T19:30:01.589+08:00,30.0,9.25,5.3,3.9,3.95,5.0,7.0,7.0,,
50065204,2026-03-21T01:00:00.000+08:00,Women Norwegian Division 1,2026,Bodo Glimt Women,Honefoss Women,PREEVENT,FB6020,NTLW,女子挪威超級聯賽,波杜基林特女足,漢福斯女足,,hkjc,2.14,3.2,2.76,2026-03-19T19:30:01.589+08:00,2.14,3.2,2.76,1.94,1.76,0.0/-0.5,-0.25,2026-03-19T19:30:01.589+08:00,2026-03-19T19:30:01.589+08:00,10.0,4.35,3.3,3.75,4.9,7.5,18.0,29.0,,
50064441,2026-03-21T01:30:00.000+08:00,German Division 2,2026,Hannover,Eintracht Braunschweig,PREEVENT,FB5863,GD2,德國乙組聯賽,漢諾威,布倫瑞克,BETRADAR,hkjc,1.41,4.15,5.4,2026-03-19T12:01:07.534+08:00,1.41,4.15,5.4,1.84,1.92,-1.0,-1.0,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,15.0,5.8,3.85,3.65,4.4,6.7,11.5,17.0,,Braunschweig
50064440,2026-03-21T01:30:00.000+08:00,German Division 2,2026,Karlsruher SC,SpVgg Greuther Fürth,PREEVENT,FB5862,GD2,德國乙組聯賽,卡爾斯魯厄,格雷特霍夫,BETRADAR,hkjc,1.91,3.55,3.05,2026-03-19T12:01:07.534+08:00,1.91,3.55,3.05,1.77,2.0,0.0/-0.5,-0.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,15.0,5.7,3.85,3.7,4.4,6.6,11.5,17.0,Karlsruher,Greuther Furth
50064439,2026-03-21T01:30:00.000+08:00,Women German Division 1,2026,Essen Women,Bayern Munich Women,PREEVENT,FB5916,GSLW,女子德國甲組聯賽,艾遜女足,拜仁慕尼黑女足,BETRADAR,hkjc,30.0,10.0,1.02,2026-03-19T19:30:01.589+08:00,30.0,10.0,1.02,,,,,,2026-03-19T19:30:01.589+08:00,35.0,10.5,5.9,4.1,4.0,4.85,6.8,6.25,,
50064686,2026-03-21T01:30:00.000+08:00,Italian Division 1,2026,Cagliari,Napoli,PREEVENT,FB5874,ISA,意大利甲組聯賽,卡利亞里,拿玻里,BETRADAR,hkjc,5.6,3.45,1.5,2026-03-19T12:01:07.534+08:00,5.6,3.45,1.5,1.99,1.78,+0.5/+1.0,0.75,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,7.0,3.85,3.2,3.9,5.8,11.5,28.0,35.0,,
50065264,2026-03-21T02:00:00.000+08:00,Women Swedish Cup,2026,Kristianstads Women,Hammarby Women,PREEVENT,FB6026,SWCW,女子瑞典盃,基斯迪史達斯女足,哈馬比女足,,hkjc,6.1,4.4,1.33,2026-03-19T19:30:01.589+08:00,6.1,4.4,1.33,,,,,,2026-03-19T19:30:01.589+08:00,15.0,5.3,3.85,3.45,4.3,6.5,12.5,18.0,,
50064449,2026-03-21T03:00:00.000+08:00,French Division 2,2026,Clermont Foot,Red Star,PREEVENT,FB5868,FF2,法國乙組聯賽,克萊蒙特,紅星,BETRADAR,hkjc,2.75,2.98,2.31,2026-03-19T12:01:07.534+08:00,2.75,2.98,2.31,,,,,,2026-03-19T12:01:07.534+08:00,7.0,3.8,3.2,3.9,5.9,11.5,28.0,35.0,Clermont,
50064450,2026-03-21T03:00:00.000+08:00,French Division 2,2026,Amiens SC,Le Mans,PREEVENT,FB5869,FF2,法國乙組聯賽,艾米恩斯,勒芒,BETRADAR,hkjc,3.9,3.2,1.77,2026-03-19T12:01:07.534+08:00,3.9,3.2,1.77,1.66,2.15,+0.5/+1.0,0.75,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,8.0,4.05,3.2,3.85,5.7,10.0,23.0,30.0,Amiens,
50064448,2026-03-21T03:00:00.000+08:00,French Division 2,2026,Stade Rodez,SC Bastia,PREEVENT,FB5867,FF2,法國乙組聯賽,羅德茲,巴斯蒂亞,BETRADAR,hkjc,2.36,2.95,2.7,2026-03-19T12:01:07.534+08:00,2.36,2.95,2.7,,,,,,2026-03-19T12:01:07.534+08:00,6.8,3.65,3.15,3.9,6.3,12.0,30.0,40.0,Rodez,Bastia
50064447,2026-03-21T03:00:00.000+08:00,French Division 2,2026,Stade Lavallois,Grenoble Foot,PREEVENT,FB5866,FF2,法國乙組聯賽,拉瓦勒,格勒諾布爾,BETRADAR,hkjc,2.23,2.87,2.98,2026-03-19T12:01:07.534+08:00,2.23,2.87,2.98,2.02,1.76,0.0/-0.5,-0.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,6.0,3.4,3.15,4.0,6.9,14.5,30.0,50.0,Laval,
50064446,2026-03-21T03:00:00.000+08:00,French Division 2,2026,Boulogne Sur Mer,Nancy,PREEVENT,FB5865,FF2,法國乙組聯賽,布羅尼,南錫,BETRADAR,hkjc,2.31,2.96,2.76,2026-03-19T12:01:07.534+08:00,2.31,2.96,2.76,,,,,,2026-03-19T12:01:07.534+08:00,7.0,3.8,3.2,3.9,5.9,11.5,28.0,35.0,,
50064445,2026-03-21T03:00:00.000+08:00,French Division 2,2026,Pau FC,MHSC,PREEVENT,FB5864,FF2,法國乙組聯賽,FC波城,蒙彼利埃,BETRADAR,hkjc,2.44,3.2,2.44,2026-03-19T12:01:07.534+08:00,2.44,3.2,2.44,,,,,,2026-03-19T12:01:07.534+08:00,10.0,4.45,3.4,3.75,5.0,8.25,18.0,29.0,,Montpellier
50064810,2026-03-21T03:00:00.000+08:00,Dutch Division 2,2026,Jong Utrecht,Dordrecht,PREEVENT,FB5878,DF2,荷蘭乙組聯賽,烏德勒支青年隊,多德勒支,,hkjc,2.26,3.35,2.55,2026-03-19T12:01:07.534+08:00,2.26,3.35,2.55,1.77,2.0,0.0,0.0,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,13.0,5.2,3.7,3.7,4.65,6.9,13.5,19.0,,
50064811,2026-03-21T03:00:00.000+08:00,Dutch Division 2,2026,Roda,Helmond,PREEVENT,FB5879,DF2,荷蘭乙組聯賽,洛達,靴蒙特,,hkjc,1.4,4.3,5.3,2026-03-19T12:01:07.534+08:00,1.4,4.3,5.3,,,,,,2026-03-19T12:01:07.534+08:00,16.0,6.1,3.95,3.65,4.4,6.3,11.0,15.0,,
50064812,2026-03-21T03:00:00.000+08:00,Dutch Division 2,2026,Cambuur,Jong AZ Alkmaar,PREEVENT,FB5880,DF2,荷蘭乙組聯賽,甘堡爾,阿爾克馬爾青年隊,,hkjc,1.46,4.35,4.6,2026-03-19T12:01:07.534+08:00,1.46,4.35,4.6,,,,,,2026-03-19T12:01:07.534+08:00,21.0,7.25,4.3,3.75,4.15,5.9,9.5,10.5,,
50064813,2026-03-21T03:00:00.000+08:00,Dutch Division 2,2026,FC Oss,FC Eindhoven,PREEVENT,FB5881,DF2,荷蘭乙組聯賽,奧斯,FC燕豪芬,,hkjc,3.0,3.55,1.93,2026-03-19T12:01:07.534+08:00,3.0,3.55,1.93,,,,,,2026-03-19T12:01:07.534+08:00,14.5,5.7,3.85,3.65,4.4,6.7,12.0,17.0,Oss,
50064814,2026-03-21T03:00:00.000+08:00,Dutch Division 2,2026,Jong Ajax,Almere City,PREEVENT,FB5882,DF2,荷蘭乙組聯賽,阿積士青年隊,阿梅爾城,,hkjc,3.65,4.15,1.62,2026-03-19T12:01:07.534+08:00,3.65,4.15,1.62,,,,,,2026-03-19T12:01:07.534+08:00,26.0,8.25,4.8,3.9,4.05,5.4,8.0,8.75,,
50064816,2026-03-21T03:00:00.000+08:00,Dutch Division 2,2026,Emmen,Venlo,PREEVENT,FB5883,DF2,荷蘭乙組聯賽,安曼,芬洛,,hkjc,1.92,3.65,2.96,2026-03-19T12:01:07.534+08:00,1.92,3.65,2.96,1.79,1.98,0.0/-0.5,-0.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,17.0,6.2,4.0,3.75,4.3,6.2,11.0,13.5,,
50064819,2026-03-21T03:00:00.000+08:00,Dutch Division 2,2026,Jong PSV Eindhoven,Vitesse,PREEVENT,FB5884,DF2,荷蘭乙組聯賽,燕豪芬青年隊,維迪斯,,hkjc,2.55,3.6,2.16,2026-03-19T12:01:07.534+08:00,2.55,3.6,2.16,,,,,,2026-03-19T12:01:07.534+08:00,18.0,6.6,4.1,3.75,4.3,6.0,10.5,12.0,,
50064658,2026-03-21T03:00:00.000+08:00,Dutch Division 1,2026,Heracles,Excelsior,PREEVENT,FB5873,DFL,荷蘭甲組聯賽,荷華高斯,精英隊,BETRADAR,hkjc,2.33,3.3,2.49,2026-03-19T12:01:07.534+08:00,2.33,3.3,2.49,1.82,1.95,0.0,0.0,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,11.5,4.9,3.6,3.7,4.8,7.25,15.0,23.0,,
50064453,2026-03-21T03:30:00.000+08:00,Spanish Division 2,2026,Huesca,UD Almeria,PREEVENT,FB5903,SF2,西班牙乙組聯賽,侯爾斯卡,艾美利亞,BETRADAR,hkjc,3.15,3.1,2.02,2026-03-19T12:01:17.032+08:00,3.15,3.1,2.02,,,,,,2026-03-19T12:01:17.032+08:00,8.5,4.1,3.25,3.85,5.5,9.75,21.0,28.0,,Almeria
50064452,2026-03-21T03:30:00.000+08:00,German Division 1,2026,RB Leipzig,TSG Hoffenheim,PREEVENT,FB5870,GSL,德國甲組聯賽,RB萊比錫,賀芬咸,BETRADAR,hkjc,1.71,4.0,3.35,2026-03-19T12:01:07.534+08:00,1.71,4.0,3.35,2.02,1.76,-0.5/-1.0,-0.75,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,24.0,7.5,4.55,3.9,4.05,5.7,8.5,9.5,,Hoffenheim
50064454,2026-03-21T03:45:00.000+08:00,French Division 1,2026,RC Lens,Angers SCO,PREEVENT,FB5871,FFL,法國甲組聯賽,朗斯,昂熱,BETRADAR,hkjc,1.21,4.9,9.25,2026-03-19T12:01:07.534+08:00,1.21,4.9,9.25,1.69,2.11,-1.0/-1.5,-1.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,12.5,5.1,3.65,3.65,4.75,7.0,14.0,21.0,Lens,
50064687,2026-03-21T03:45:00.000+08:00,Italian Division 1,2026,Genoa,Udinese,PREEVENT,FB5875,ISA,意大利甲組聯賽,熱拿亞,烏甸尼斯,BETRADAR,hkjc,2.02,2.88,3.45,2026-03-19T12:01:07.534+08:00,2.02,2.88,3.45,1.82,1.95,0.0/-0.5,-0.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,6.2,3.6,3.1,4.0,6.4,13.5,30.0,50.0,,
50064923,2026-03-21T04:00:00.000+08:00,Eng Championship,2026,Preston North End,Stoke,PREEVENT,FB5888,ED1,英格蘭冠軍聯賽,普雷斯頓,史篤城,BETRADAR,hkjc,2.48,2.98,2.54,2026-03-19T12:01:07.534+08:00,2.48,2.98,2.54,,,,,,2026-03-19T12:01:07.534+08:00,7.75,3.9,3.25,3.9,5.9,10.0,23.0,30.0,Preston,
50064689,2026-03-21T04:00:00.000+08:00,Spanish Division 1,2026,Villarreal CF,Real Sociedad,PREEVENT,FB5876,SFL,西班牙甲組聯賽,維拉利爾,皇家蘇斯達,BETRADAR,hkjc,1.7,3.55,3.8,2026-03-19T12:01:07.534+08:00,1.7,3.55,3.8,2.03,1.75,-0.5/-1.0,-0.75,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,12.5,5.1,3.55,3.65,4.7,7.25,14.5,22.0,Villarreal,
50064383,2026-03-21T04:00:00.000+08:00,Eng Premier,2026,AFC Bournemouth,Manchester Utd,PREEVENT,FB5853,EPL,英格蘭超級聯賽,般尼茅夫,曼聯,BETRADAR,hkjc,2.97,3.6,1.95,2026-03-18T19:30:01.785+08:00,2.97,3.6,1.95,1.96,1.81,0.0/+0.5,0.25,2026-03-18T19:30:01.785+08:00,2026-03-18T19:30:01.785+08:00,16.0,6.0,3.95,3.75,4.4,6.5,10.0,15.0,Bournemouth,
50064800,2026-03-21T04:15:00.000+08:00,Portuguese Premier,2026,Amadora,Casa Pia,PREEVENT,FB5877,PFL,葡萄牙超級聯賽,艾馬多拉,AC卡薩比亞,BETRADAR,hkjc,2.17,2.96,3.0,2026-03-19T12:01:07.534+08:00,2.17,2.96,3.0,,,,,,2026-03-19T12:01:07.534+08:00,7.0,3.9,3.2,3.95,6.0,11.0,25.0,27.0,,Casa Pia AC
50064921,2026-03-21T04:57:00.000+08:00,Uruguayan Division 1,2026,Cerro Largo,Deportivo Maldonado,PREEVENT,FB5887,UD1,烏拉圭甲組聯賽,切洛拉高,馬爾多納多,BETRADAR,hkjc,3.15,3.05,2.05,2026-03-19T12:01:07.534+08:00,3.15,3.05,2.05,1.9,1.86,0.0/+0.5,0.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,7.5,3.85,3.2,3.85,5.9,10.5,26.0,35.0,,
50065211,2026-03-21T04:57:00.000+08:00,Cup Competition,2026,Universidad Chile,La Serena,PREEVENT,FB5901,CUP,盃賽,智利大學,拿沙連拿,,hkjc,1.55,3.55,4.8,2026-03-19T12:01:07.534+08:00,1.55,3.55,4.8,,,,,,2026-03-19T12:01:07.534+08:00,9.5,4.3,3.3,3.75,5.1,9.25,19.0,30.0,,
50065210,2026-03-21T07:27:00.000+08:00,Cup Competition,2026,Union La Calera,Audax Italiano,PREEVENT,FB5900,CUP,盃賽,卡拉雷聯,奧達斯,,hkjc,2.37,2.94,2.7,2026-03-19T12:01:07.534+08:00,2.37,2.94,2.7,1.76,2.02,0.0,0.0,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,7.0,3.85,3.2,3.85,5.9,11.5,28.0,35.0,,
50064893,2026-03-21T07:58:00.000+08:00,Argentine Division 1,2026,Banfield,Tigre,PREEVENT,FB5885,APL,阿根廷甲組聯賽,班菲特,堤格雷,BETRADAR,hkjc,2.86,2.57,2.54,2026-03-19T12:01:07.534+08:00,2.86,2.57,2.54,2.0,1.77,0.0,0.0,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,4.75,3.15,3.1,4.55,8.0,18.0,35.0,55.0,,
50064896,2026-03-21T07:58:00.000+08:00,Argentine Division 1,2026,Atletico Tucuman,Gimnasia LP,PREEVENT,FB5886,APL,阿根廷甲組聯賽,圖庫曼體育會,甘拿斯亞,BETRADAR,hkjc,1.92,2.95,3.65,2026-03-19T12:01:07.534+08:00,1.92,2.95,3.65,1.74,2.05,0.0/-0.5,-0.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,6.4,3.7,3.1,3.9,6.4,13.0,30.0,40.0,,
50065016,2026-03-21T08:27:00.000+08:00,Uruguayan Division 1,2026,Defensor Sporting,Montevideo Nacional,PREEVENT,FB5897,UD1,烏拉圭甲組聯賽,迪芬沙士砵亭,蒙特維多國民隊,BETRADAR,hkjc,3.55,3.1,1.89,2026-03-19T12:01:07.534+08:00,3.55,3.1,1.89,2.07,1.72,0.0/+0.5,0.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,7.5,3.85,3.2,3.85,5.8,11.0,26.0,35.0,,
50065014,2026-03-21T09:00:00.000+08:00,Mexican Division 1,2026,Tepatitlan,Venados,PREEVENT,FB5895,MD1,墨西哥甲組聯賽,特帕蒂特蘭,雲拿度斯,,hkjc,1.51,3.95,4.6,2026-03-19T12:01:07.534+08:00,1.51,3.95,4.6,1.77,2.0,-0.5/-1.0,-0.75,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,14.5,5.8,3.8,3.6,4.45,6.7,12.0,18.0,,
50059948,2026-03-21T09:00:00.000+08:00,Mexican Premier,2026,Necaxa,Tijuana,PREEVENT,FB5857,MXL,墨西哥超級聯賽,尼卡沙,迪祖亞拿,BETRADAR,hkjc,1.91,3.35,3.2,2026-03-19T12:01:07.534+08:00,1.91,3.35,3.2,1.77,2.0,0.0/-0.5,-0.25,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,11.0,4.8,3.5,3.7,4.9,7.75,15.0,25.0,,
50064467,2026-03-21T10:00:00.000+08:00,Australian Division 1,2026,Auckland FC,Macarthur FC,PREEVENT,FB5872,AD1,澳洲職業聯賽,奧克蘭FC,FC麥克阿瑟,BETRADAR,hkjc,1.51,3.95,4.55,2026-03-19T12:01:07.534+08:00,1.51,3.95,4.55,1.77,2.0,-0.5/-1.0,-0.75,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,14.5,5.8,3.8,3.6,4.45,6.7,12.0,17.0,,
50065015,2026-03-21T11:00:00.000+08:00,Mexican Division 1,2026,Atletico La Paz,Oaxaca,PREEVENT,FB5896,MD1,墨西哥甲組聯賽,拉巴斯體育會,奧沙卡,,hkjc,1.45,3.95,5.2,2026-03-19T12:01:07.534+08:00,1.45,3.95,5.2,1.93,1.83,-1.0,-1.0,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,13.0,5.2,3.65,3.65,4.65,6.9,14.0,21.0,,
50059947,2026-03-21T11:06:00.000+08:00,Mexican Premier,2026,Mazatlan FC,Cruz Azul,PREEVENT,FB5856,MXL,墨西哥超級聯賽,FC馬薩特蘭,藍十字,BETRADAR,hkjc,5.6,4.15,1.4,2026-03-19T12:01:07.534+08:00,5.6,4.15,1.4,1.96,1.81,+1.0,1.0,2026-03-19T12:01:07.534+08:00,2026-03-19T12:01:07.534+08:00,14.0,5.7,3.85,3.6,4.5,6.8,11.5,17.0,,
